"","title","author","subject","abstract","meta"
"112","Social Motion Prediction with Cognitive Hierarchies","Wentao Zhu, Jason Qin, Yuke Lou, Hang Ye, Xiaoxuan Ma, Hai Ci, Yizhou Wang","Computer Vision and Pattern Recognition (cs.CV)","Humans exhibit a remarkable capacity for anticipating the actions of others and planning their own actions accordingly. In this study, we strive to replicate this ability by addressing the social motion prediction problem. We introduce a new benchmark, a novel formulation, and a cognition-inspired framework. We present Wusi, a 3D multi-person motion dataset under the context of team sports, which features intense and strategic human interactions and diverse pose distributions. By reformulating the problem from a multi-agent reinforcement learning perspective, we incorporate behavioral cloning and generative adversarial imitation learning to boost learning efficiency and generalization. Furthermore, we take into account the cognitive aspects of the human social action planning process and develop a cognitive hierarchy framework to predict strategic human social interactions. We conduct comprehensive experiments to validate the effectiveness of our proposed dataset and approach. Code and data are available at this https URL.","Wed, 8 Nov 2023 14:51:17 UTC (697 KB)"
"113","Explainable artificial intelligence model for identifying Market Value in Professional Soccer Players","Chunyang Huang, Shaoliang Zhang","Machine Learning (cs.LG)","This study introduces an advanced machine learning method for predicting soccer players' market values, combining ensemble models and the Shapley Additive Explanations (SHAP) for interpretability. Utilizing data from about 12,000 players from Sofifa, the Boruta algorithm streamlined feature selection. The Gradient Boosting Decision Tree (GBDT) model excelled in predictive accuracy, with an R-squared of 0.901 and a Root Mean Squared Error (RMSE) of 3,221,632.175. Player attributes in skills, fitness, and cognitive areas significantly influenced market value. These insights aid sports industry stakeholders in player valuation. However, the study has limitations, like underestimating superstar players' values and needing larger datasets. Future research directions include enhancing the model's applicability and exploring value prediction in various contexts.","Wed, 8 Nov 2023 11:01:32 UTC (1,333 KB)[v2] Thu, 23 Nov 2023 08:31:55 UTC (2,320 KB)"
"114","HaptStarter: Designing Haptic Stimulus Start System for Deaf and Hard of Hearing Sprinters","Akihisa Shitara, Miki Namatame, Sayan Sarcar, Yoichi Ochiai, Yuhki Shiraishi","Human-Computer Interaction (cs.HC)","In this study, we design and develop HaptStarter -- a haptic stimulus start system -- to improve the starting performance of the deaf and hard of hearing (DHH) sprinters. A DHH person has a physical ability nearly equivalent to hearing; however, the difficulties in perceiving audio information lead to differences in their performance in sports. Furthermore, the visual reaction time is slower than the auditory reaction time (ART), while the haptic reaction time is equivalent to it. However, a light stimulus start system is increasingly being used in sprint races to aid DHH sprinters. In this study, we design a brand-new haptic stimulus start system for DHH sprinters; we also determine and leverage an optimum haptic stimulus interface. The proposed method has the potential to contribute toward the development of prototypes based on the universal design principle for everyone (DHH, blind and low-vision, and other disabled sprinters with wheelchairs or artificial arms or legs, etc.) by focusing on the overlapping area of sports and disability with human-computer interaction.","Tue, 7 Nov 2023 08:20:17 UTC (2,199 KB)"
"115","Analytics, have some humility: a statistical view of fourth-down decision making","Ryan S. Brill, Ronald Yurko, Abraham J. Wyner","Applications (stat.AP)","The standard mathematical approach to fourth-down decision making in American football is to make the decision that maximizes estimated win probability. Win probability estimates arise from machine learning models fit from historical data. These models, however, are overfit high-variance estimators, exacerbated by the highly correlated nature of football play-by-play data. Thus, it is imperative to knit uncertainty quantification into the fourth-down decision procedure; we do so using bootstrapping. We find that uncertainty in the estimated optimal fourth-down decision is far greater than that currently expressed by sports analysts in popular sports media. Our contribution is a major advance in fourth-down strategic decision making: far fewer fourth-down decisions are as obvious as analysts claim.","Mon, 6 Nov 2023 20:00:16 UTC (21,724 KB)[v2] Mon, 11 Dec 2023 19:38:03 UTC (8,105 KB)[v3] Mon, 18 Dec 2023 15:05:05 UTC (8,107 KB)[v4] Fri, 19 Jan 2024 21:03:16 UTC (8,114 KB)"
"116","The CO2 Footprint of Club Soccer in the US","Aarya Upadhyay","Physics and Society (physics.soc-ph)","I played youth soccer for 11 years starting age at 5. As I progressed through the age groups and got better at the game, I moved up in club levels under the US Club Soccer system. It was during my time as an ECNL player that I began to realize the magnitude of the travel burden associated with local, regional and out of state games. Most of the travel was by road and team members often travelled with minimal car-pooling. Just about that time I was also becoming aware of (and interested in) Climate Change and the various factors impacting climate change including Greenhouse Gases. It was during these travels that I began to track fuel consumption and the idea of estimating the CO2 impact of these soccer road trips was born. In this paper I report my findings through simple calculations and provide extrapolations through simulated scenario experiments. Based on my findings I discuss a few potential solutions that may be considered to reduce the CO2 footprint associated with US youth travel soccer. The idea behind this paper is to raise awareness amongst soccer families and to engage my fellow soccer peers into making the sport we all love as green as possible.","Mon, 30 Oct 2023 02:40:02 UTC (546 KB)"
"117","Active Exploration in Iterative Gaussian Process Regression for Uncertainty Modeling in Autonomous Racing","Tommaso Benciolini, Chen Tang, Marion Leibold, Catherine Weaver, Masayoshi Tomizuka, Wei Zhan","Systems and Control (eess.SY)","Autonomous racing creates challenging control problems, but Model Predictive Control (MPC) has made promising steps toward solving both the minimum lap-time problem and head-to-head racing. Yet, accurate models of the system are necessary for model-based control, including models of vehicle dynamics and opponent behavior. Both dynamics model error and opponent behavior can be modeled with Gaussian Process (GP) regression. GP models can be updated iteratively from data collected using the controller, but the strength of the GP model depends on the diversity of the training data. We propose a novel active exploration mechanism for iterative GP regression that purposefully collects additional data at regions of higher uncertainty in the GP model. In the exploration, a MPC collects diverse data by balancing the racing objectives and the exploration criterion; then the GP is re-trained. The process is repeated iteratively; in later iterations, the exploration is deactivated, and only the racing objectives are optimized. Thus, the MPC can achieve better performance by leveraging the improved GP model. We validate our approach in the highly realistic racing simulation platform Gran Turismo Sport of Sony Interactive Entertainment Inc for a minimum lap time challenge, and in numerical simulation of head-to-head. Our active exploration mechanism yields a significant improvement in the GP prediction accuracy compared to previous approaches and, thus, an improved racing performance.","Fri, 3 Nov 2023 15:45:21 UTC (892 KB)"
"118","MAAIG: Motion Analysis And Instruction Generation","Wei-Hsin Yeh, Pei Hsin Lin, Yu-An Su, Wen Hsiang Cheng, Lun-Wei Ku","Computer Vision and Pattern Recognition (cs.CV)","Many people engage in self-directed sports training at home but lack the real-time guidance of professional coaches, making them susceptible to injuries or the development of incorrect habits. In this paper, we propose a novel application framework called MAAIG(Motion Analysis And Instruction Generation). It can generate embedding vectors for each frame based on user-provided sports action videos. These embedding vectors are associated with the 3D skeleton of each frame and are further input into a pretrained T5 model. Ultimately, our model utilizes this information to generate specific sports instructions. It has the capability to identify potential issues and provide real-time guidance in a manner akin to professional coaches, helping users improve their sports skills and avoid injuries.","Thu, 2 Nov 2023 03:53:25 UTC (1,332 KB)"
"119","How Hard Is Squash? -- Towards Information Theoretic Analysis of Motor Behavior in Squash","Kavya Anand, Pramit Saha","Human-Computer Interaction (cs.HC)","Fitts' law has been widely employed as a research method for analyzing tasks within the domain of Human-Computer Interaction (HCI). However, its application to non-computer tasks has remained limited. This study aims to extend the application of Fitts' law to the realm of sports, specifically focusing on squash. Squash is a high-intensity sport that requires quick movements and precise shots. Our research investigates the effectiveness of utilizing Fitts' law to evaluate the task difficulty and effort level associated with executing and responding to various squash shots. By understanding the effort/information rate required for each shot, we can determine which shots are more effective in making the opponent work harder. Additionally, this knowledge can be valuable for coaches in designing training programs. However, since Fitts' law was primarily developed for human-computer interaction, we adapted it to fit the squash scenario. This paper provides an overview of Fitts' law and its relevance to sports, elucidates the motivation driving this investigation, outlines the methodology employed to explore this novel avenue, and presents the obtained results, concluding with key insights. We conducted experiments with different shots and players, collecting data on shot speed, player movement time, and distance traveled. Using this data, we formulated a modified version of Fitts' law specifically for squash. The results provide insights into the difficulty and effectiveness of various shots, offering valuable information for both players and coaches in the sport of squash.","Wed, 1 Nov 2023 13:37:59 UTC (1,336 KB)"
"120","A Spatial-Temporal Transformer based Framework For Human Pose Assessment And Correction in Education Scenarios","Wenyang Hu, Kai Liu, Libin Liu, Huiliang Shang","Computer Vision and Pattern Recognition (cs.CV)","Human pose assessment and correction play a crucial role in applications across various fields, including computer vision, robotics, sports analysis, healthcare, and entertainment. In this paper, we propose a Spatial-Temporal Transformer based Framework (STTF) for human pose assessment and correction in education scenarios such as physical exercises and science experiment. The framework comprising skeletal tracking, pose estimation, posture assessment, and posture correction modules to educate students with professional, quick-to-fix feedback. We also create a pose correction method to provide corrective feedback in the form of visual aids. We test the framework with our own dataset. It comprises (a) new recordings of five exercises, (b) existing recordings found on the internet of the same exercises, and (c) corrective feedback on the recordings by professional athletes and teachers. Results show that our model can effectively measure and comment on the quality of students' actions. The STTF leverages the power of transformer models to capture spatial and temporal dependencies in human poses, enabling accurate assessment and effective correction of students' movements.","Wed, 1 Nov 2023 09:53:38 UTC (3,485 KB)"
"121","Muscle volume quantification: guiding transformers with anatomical priors","Louise Piecuch, Vanessa Gonzales Duque, Aurélie Sarcher, Enzo Hollville, Antoine Nordez, Giuseppe Rabita, Gaël Guilhem, Diana Mateus","Computer Vision and Pattern Recognition (cs.CV)","Muscle volume is a useful quantitative biomarker in sports, but also for the follow-up of degenerative musculo-skelletal diseases. In addition to volume, other shape biomarkers can be extracted by segmenting the muscles of interest from medical images. Manual segmentation is still today the gold standard for such measurements despite being very time-consuming. We propose a method for automatic segmentation of 18 muscles of the lower limb on 3D Magnetic Resonance Images to assist such morphometric analysis. By their nature, the tissue of different muscles is undistinguishable when observed in MR Images. Thus, muscle segmentation algorithms cannot rely on appearance but only on contour cues. However, such contours are hard to detect and their thickness varies across subjects. To cope with the above challenges, we propose a segmentation approach based on a hybrid architecture, combining convolutional and visual transformer blocks. We investigate for the first time the behaviour of such hybrid architectures in the context of muscle segmentation for shape analysis. Considering the consistent anatomical muscle configuration, we rely on transformer blocks to capture the longrange relations between the muscles. To further exploit the anatomical priors, a second contribution of this work consists in adding a regularisation loss based on an adjacency matrix of plausible muscle neighbourhoods estimated from the training data. Our experimental results on a unique database of elite athletes show it is possible to train complex hybrid models from a relatively small database of large volumes, while the anatomical prior regularisation favours better predictions.","Tue, 31 Oct 2023 10:56:10 UTC (5,936 KB)"
"122","The allocation of FIFA World Cup slots based on the ranking of confederations","László Csató, László Marcell Kiss, Zsombor Szádoczki","General Economics (econ.GN)","Qualifications for several world championships in sports are organised such that distinct sets of teams play in their own tournament for a predetermined number of slots. This paper provides a reasonable approach to allocate the slots based on historical matches between these sets of teams. We focus on the FIFA World Cup due to the existence of an official rating system and its recent expansion to 48 teams. Our proposal extends the methodology of the FIFA World Ranking to compare the strengths of five confederations. Various allocations are presented depending on the length of the sample, the set of teams considered, as well as the frequency of rating updates. The results show that more European and South American teams should play in the FIFA World Cup. The ranking of continents by the number of deserved slots is different from the ranking implied by FIFA policy. We recommend allocating at least some slots transparently, based on historical performances, similar to the access list of the UEFA Champions League.","Sun, 29 Oct 2023 18:26:03 UTC (26 KB)[v2] Thu, 25 Jan 2024 11:43:05 UTC (28 KB)"
"123","A Hybrid Graph Network for Complex Activity Detection in Video","Salman Khan, Izzeddin Teeti, Andrew Bradley, Mohamed Elhoseiny, Fabio Cuzzolin","Computer Vision and Pattern Recognition (cs.CV)","Interpretation and understanding of video presents a challenging computer vision task in numerous fields - e.g. autonomous driving and sports analytics. Existing approaches to interpreting the actions taking place within a video clip are based upon Temporal Action Localisation (TAL), which typically identifies short-term actions. The emerging field of Complex Activity Detection (CompAD) extends this analysis to long-term activities, with a deeper understanding obtained by modelling the internal structure of a complex activity taking place within the video. We address the CompAD problem using a hybrid graph neural network which combines attention applied to a graph encoding the local (short-term) dynamic scene with a temporal graph modelling the overall long-duration activity. Our approach is as follows: i) Firstly, we propose a novel feature extraction technique which, for each video snippet, generates spatiotemporal `tubes' for the active elements (`agents') in the (local) scene by detecting individual objects, tracking them and then extracting 3D features from all the agent tubes as well as the overall scene. ii) Next, we construct a local scene graph where each node (representing either an agent tube or the scene) is connected to all other nodes. Attention is then applied to this graph to obtain an overall representation of the local dynamic scene. iii) Finally, all local scene graph representations are interconnected via a temporal graph, to estimate the complex activity class together with its start and end time. The proposed framework outperforms all previous state-of-the-art methods on all three datasets including ActivityNet-1.3, Thumos-14, and ROAD.","Thu, 26 Oct 2023 15:49:35 UTC (17,630 KB)[v2] Mon, 30 Oct 2023 15:47:44 UTC (9,770 KB)"
"124","Automatic Edge Error Judgment in Figure Skating Using 3D Pose Estimation from a Monocular Camera and IMUs","Ryota Tanaka, Tomohiro Suzuki, Kazuya Takeda, Keisuke Fujii","Multimedia (cs.MM)","Automatic evaluating systems are fundamental issues in sports technologies. In many sports, such as figure skating, automated evaluating methods based on pose estimation have been proposed. However, previous studies have evaluated skaters' skills in 2D analysis. In this paper, we propose an automatic edge error judgment system with a monocular smartphone camera and inertial sensors, which enable us to analyze 3D motions. Edge error is one of the most significant scoring items and is challenging to automatically judge due to its 3D motion. The results show that the model using 3D joint position coordinates estimated from the monocular camera as the input feature had the highest accuracy at 83% for unknown skaters' data. We also analyzed the detailed motion analysis for edge error judgment. These results indicate that the monocular camera can be used to judge edge errors automatically. We will provide the figure skating single Lutz jump dataset, including pre-processed videos and labels, at this https URL.","Thu, 26 Oct 2023 07:15:40 UTC (10,001 KB)"
"125","Diseno y Desarrollo de Prototipos Roboticos para Competencias de Futbol utilizando Motores Dynamixel","Pablo Moraes, Hiago Sodre, Monica Rodriguez, Andre Kelbouscas, Jean Schuster, Cristiano Schuster, Ricardo Grando","Robotics (cs.RO)","This article describes the design and development of robotic prototypes for robotic soccer competitions using Dynamixel motors. Although the prototypes are not aimed at world-class competitions, they represent a significant step in the development of sports robots. Model XL430-W250 Dynamixel motors were chosen and electronic circuits were implemented using control boards such as OpenCR and Raspberry Pi 3. A crucial component was introduced: a step-up board that charges a capacitor to create a powerful kick to the ball via anelectromagnet controlled by Arduino Nano. The programming and coordination of the prototypes was carried out using the ROS environment (Robot Operating System), which allows effective integration of movements and communication. Although the prototypes were not optimized for global competition, they underwent extensive testing, evaluating their speed and maneuverability, as well as soccer tactics in the GRSim simulator. These prototypes contribute to the further development of sports robotics and illustrate the research potential in this exciting area.","Wed, 25 Oct 2023 23:39:51 UTC (3,490 KB)"
"126","Improving the Aggregation and Evaluation of NBA Mock Drafts","Jared D. Fisher, Colin Montague","Applications (stat.AP)","Many enthusiasts and experts publish forecasts of the order players are drafted into professional sports leagues, known as mock drafts. Using a novel dataset of mock drafts for the National Basketball Association (NBA), we analyze authors' mock draft accuracy over time and ask how we can reasonably use information from multiple authors. To measure how accurate mock drafts are, we assume that both mock drafts and the actual draft are ranked lists, and we propose that rank-biased distance (RBD) of Webber et al. (2010) is the appropriate error metric for mock draft accuracy. This is because RBD allows mock drafts to have a different length than the actual draft, accounts for players not appearing in both lists, and weights errors early in the draft more than errors later on. We validate that mock drafts, as expected, improve in accuracy over the course of a season, and that accuracy of the mock drafts produced right before their drafts is fairly stable across seasons. To be able to combine information from multiple mock drafts into a single consensus mock draft, we also propose a ranked-list combination method based on the ideas of ranked-choice voting. We show that our method provides improved forecasts over the standard Borda count combination method used for most similar analyses in sports, and that either combination method provides a more accurate forecast over time than any single author.","Wed, 25 Oct 2023 17:43:26 UTC (120 KB)"
"127","Transformer-based Live Update Generation for Soccer Matches from Microblog Posts","Masashi Oshika, Kosuke Yamada, Ryohei Sasano, Koichi Takeda","Computation and Language (cs.CL)","It has been known to be difficult to generate adequate sports updates from a sequence of vast amounts of diverse live tweets, although the live sports viewing experience with tweets is gaining the popularity. In this paper, we focus on soccer matches and work on building a system to generate live updates for soccer matches from tweets so that users can instantly grasp a match's progress and enjoy the excitement of the match from raw tweets. Our proposed system is based on a large pre-trained language model and incorporates a mechanism to control the number of updates and a mechanism to reduce the redundancy of duplicate and similar updates.","Wed, 25 Oct 2023 05:12:35 UTC (7,471 KB)"
"128","SpeakEasy: A Conversational Intelligence Chatbot for Enhancing College Students' Communication Skills","Hyunbae Jeon, Rhea Ramachandran, Victoria Ploerer, Yella Diekmann, Max Bagga","Human-Computer Interaction (cs.HC)","Social interactions and conversation skills separate the successful from the rest and the confident from the shy. For college students in particular, the ability to converse can be an outlet for the stress and anxiety experienced on a daily basis along with a foundation for all-important career skills. In light of this, we designed SpeakEasy: a chatbot with some degree of intelligence that provides feedback to the user on their ability to engage in free-form conversations with the chatbot. SpeakEasy attempts to help college students improve their communication skills by engaging in a seven-minute spoken conversation with the user, analyzing the user's responses with metrics designed based on previous psychology and linguistics research, and providing feedback to the user on how they can improve their conversational ability. To simulate natural conversation, SpeakEasy converses with the user on a wide assortment of topics that two people meeting for the first time might discuss: travel, sports, and entertainment. Unlike most other chatbots with the goal of improving conversation skills, SpeakEasy actually records the user speaking, transcribes the audio into tokens, and uses macros-e.g., sequences that calculate the pace of speech, determine if the user has an over-reliance on certain words, and identifies awkward transitions-to evaluate the quality of the conversation. Based on the evaluation, SpeakEasy provides elaborate feedback on how the user can improve their conversations. In turn, SpeakEasy updates its algorithms based on a series of questions that the user responds to regarding SpeakEasy's performance.","Sat, 23 Sep 2023 17:19:32 UTC (1,433 KB)"
"129","Analysis of ELO Rating Scheme in MOBA Games","Yuhan Song","Human-Computer Interaction (cs.HC)","ELO rating system is proposed by Arpad Elo, a Hungarian-American physics professor. Originally, it was proposed for the ranking system of chess players, but it was soon adapted to many other zero-sum sports fields like football, baseball, basketball , etc. Nowadays, besides the traditional sports games, computer/video games are also playing an important role in social lives especially among the teenagers. In most of the online competition games, player's performance is usually scored and recorded by the game's ranking system. Meanwhile, ranking system like ladder in Dota is not the only the metric for the players to evaluate their gaming strength, an ELO rating score based on players in-game performance is also a decisive factor for gamers' matching. Namely, the matching system will refer to players' score in the ranking system and performance score system to ensure the matched players will promisingly undergo a balanced game without one team dramatically overwhelming the other. ELO scheme and its variants in modern online competition games aims to ensuring the expected winning rate for each team approaches 50\%. However, ELO rating is also causing compliments among players. In this research, I will dig into the advantages and drawbacks of leveraging ELO ranking system in online games and why it is still employed by game developers despite the fact that it is disliked by most of the players. Also, a new effort based rating scheme will be proposed and compared with ELO scheme under the simulation environment.","Wed, 18 Oct 2023 03:38:41 UTC (1,858 KB)"
"130","Ego-perspective enhanced fitness training experience of AR Try to Move game","Chongyu Zhang","Human-Computer Interaction (cs.HC)","AR, a recent emerging technology, has been widely used in entertainment to provide users with immersive, interactive, and, sometimes, engaging experiences. The process of rehabilitation treatment and motor training process is often boring, and it is well known that users' exercise efficiency is often not as efficient as in a rehabilitation institution. Thus far, there is no effective upper limb sports rehabilitation training game based on the ego-perspective. Hence, with the objective of enhancing the enjoyment experience in rehabilitation and more effective remote rehabilitation training, this work aims to provide an AR Try to Move game and a convolutional neural network (CNN) for identifying and classifying user gestures from a self-collected AR multiple interactive gestures dataset. Utilizing an AR game scoring system, users are incentivized to enhance their upper limb muscle system through remote training with greater effectiveness and convenience.","Tue, 26 Sep 2023 08:34:27 UTC (1,043 KB)"
"131","Human Pose-based Estimation, Tracking and Action Recognition with Deep Learning: A Survey","Lijuan Zhou, Xiang Meng, Zhihuan Liu, Mengqi Wu, Zhimin Gao, Pichao Wang","Computer Vision and Pattern Recognition (cs.CV)","Human pose analysis has garnered significant attention within both the research community and practical applications, owing to its expanding array of uses, including gaming, video surveillance, sports performance analysis, and human-computer interactions, among others. The advent of deep learning has significantly improved the accuracy of pose capture, making pose-based applications increasingly practical. This paper presents a comprehensive survey of pose-based applications utilizing deep learning, encompassing pose estimation, pose tracking, and action recognition.Pose estimation involves the determination of human joint positions from images or image sequences. Pose tracking is an emerging research direction aimed at generating consistent human pose trajectories over time. Action recognition, on the other hand, targets the identification of action types using pose estimation or tracking data. These three tasks are intricately interconnected, with the latter often reliant on the former. In this survey, we comprehensively review related works, spanning from single-person pose estimation to multi-person pose estimation, from 2D pose estimation to 3D pose estimation, from single image to video, from mining temporal context gradually to pose tracking, and lastly from tracking to pose-based action recognition. As a survey centered on the application of deep learning to pose analysis, we explicitly discuss both the strengths and limitations of existing techniques. Notably, we emphasize methodologies for integrating these three tasks into a unified framework within video sequences. Additionally, we explore the challenges involved and outline potential directions for future research.","Thu, 19 Oct 2023 17:59:04 UTC (22,422 KB)"
"132","On wave-driven propulsion","GP Benham, O Devauchelle, SJ Thomson","Fluid Dynamics (physics.flu-dyn)","A theory is presented for wave-driven propulsion of floating bodies driven into oscillation at the fluid interface. By coupling the equations of motion of the body to a quasi-potential flow model of the fluid, we derive expressions for the drift speed and propulsive thrust of the body which in turn are shown to be consistent with global momentum conservation. We explore the efficacy of our model in describing the motion of SurferBot [Rhee et al., Bioinspir. Biomim. 17 (5), 2022], demonstrating close agreement with the experimentally determined drift speed and oscillatory dynamics. The efficiency of wave-driven propulsion is then computed as a function of driving oscillation frequency and the forcing location, revealing optimal values for both of these parameters which await confirmation in experiments. A comparison to other modes of locomotion and applications of our model to competitive water-sports are discussed in conclusion.","Thu, 19 Oct 2023 16:37:45 UTC (360 KB)"
"133","Soccer on Social Media","Mehdi Houshmand Sarkhoosh, Sayed Mohammad Majidi Dorcheh, Sushant Gautam, Cise Midoglu, Saeed Shafiee Sabet, Pål Halvorsen","Multimedia (cs.MM)","In the era of digitalization, social media has become an integral part of our lives, serving as a significant hub for individuals and businesses to share information, communicate, and engage. This is also the case for professional sports, where leagues, clubs and players are using social media to reach out to their fans. In this respect, a huge amount of time is spent curating multimedia content for various social media platforms and their target users. With the emergence of Artificial Intelligence (AI), AI-based tools for automating content generation and enhancing user experiences on social media have become widely popular. However, to effectively utilize such tools, it is imperative to comprehend the demographics and preferences of users on different platforms, understand how content providers post information in these channels, and how different types of multimedia are consumed by audiences. This report presents an analysis of social media platforms, in terms of demographics, supported multimedia modalities, and distinct features and specifications for different modalities, followed by a comparative case study of select European soccer leagues and teams, in terms of their social media practices. Through this analysis, we demonstrate that social media, while being very important for and widely used by supporters from all ages, also requires a fine-tuned effort on the part of soccer professionals, in order to elevate fan experiences and foster engagement.","Wed, 18 Oct 2023 20:59:39 UTC (43 KB)"
"134","Runner re-identification from single-view video in the open-world setting","Tomohiro Suzuki, Kazushi Tsutsui, Kazuya Takeda, Keisuke Fujii","Computer Vision and Pattern Recognition (cs.CV)","In many sports, player re-identification is crucial for automatic video processing and analysis. However, most of the current studies on player re-identification in multi- or single-view sports videos focus on re-identification in the closed-world setting using labeled image dataset, and player re-identification in the open-world setting for automatic video analysis is not well developed. In this paper, we propose a runner re-identification system that directly processes single-view video to address the open-world setting. In the open-world setting, we cannot use labeled dataset and have to process video directly. The proposed system automatically processes raw video as input to identify runners, and it can identify runners even when they are framed out multiple times. For the automatic processing, we first detect the runners in the video using the pre-trained YOLOv8 and the fine-tuned EfficientNet. We then track the runners using ByteTrack and detect their shoes with the fine-tuned YOLOv8. Finally, we extract the image features of the runners using an unsupervised method using the gated recurrent unit autoencoder model. To improve the accuracy of runner re-identification, we use dynamic features of running sequence images. We evaluated the system on a running practice video dataset and showed that the proposed method identified runners with higher accuracy than one of the state-of-the-art models in unsupervised re-identification. We also showed that our unsupervised running dynamic feature extractor was effective for runner re-identification. Our runner re-identification system can be useful for the automatic analysis of running videos.","Wed, 18 Oct 2023 04:15:39 UTC (2,147 KB)"
"135","Greedy Perspectives: Multi-Drone View Planning for Collaborative Coverage in Cluttered Environments","Krishna Suresh, Aditya Rauniyar, Micah Corah, Sebastian Scherer","Robotics (cs.RO)","Deployment of teams of aerial robots could enable large-scale filming of dynamic groups of people (actors) in complex environments for novel applications in areas such as team sports and cinematography. Toward this end, methods for submodular maximization via sequential greedy planning can be used for scalable optimization of camera views across teams of robots but face challenges with efficient coordination in cluttered environments. Obstacles can produce occlusions and increase chances of inter-robot collision which can violate requirements for near-optimality guarantees. To coordinate teams of aerial robots in filming groups of people in dense environments, a more general view-planning approach is required. We explore how collision and occlusion impact performance in filming applications through the development of a multi-robot multi-actor view planner with an occlusion-aware objective for filming groups of people and compare with a greedy formation planner. To evaluate performance, we plan in five test environments with complex multiple-actor behaviors. Compared with a formation planner, our sequential planner generates 14% greater view reward over the actors for three scenarios and comparable performance to formation planning on two others. We also observe near identical performance of sequential planning both with and without inter-robot collision constraints. Overall, we demonstrate effective coordination of teams of aerial robots for filming groups that may split, merge, or spread apart and in environments cluttered with obstacles that may cause collisions or occlusions.","Mon, 16 Oct 2023 22:23:18 UTC (2,136 KB)"
"136","BeatDance: A Beat-Based Model-Agnostic Contrastive Learning Framework for Music-Dance Retrieval","Kaixing Yang, Xukun Zhou, Xulong Tang, Ran Diao, Hongyan Liu, Jun He, Zhaoxin Fan","Sound (cs.SD)","Dance and music are closely related forms of expression, with mutual retrieval between dance videos and music being a fundamental task in various fields like education, art, and sports. However, existing methods often suffer from unnatural generation effects or fail to fully explore the correlation between music and dance. To overcome these challenges, we propose BeatDance, a novel beat-based model-agnostic contrastive learning framework. BeatDance incorporates a Beat-Aware Music-Dance InfoExtractor, a Trans-Temporal Beat Blender, and a Beat-Enhanced Hubness Reducer to improve dance-music retrieval performance by utilizing the alignment between music beats and dance movements. We also introduce the Music-Dance (MD) dataset, a large-scale collection of over 10,000 music-dance video pairs for training and testing. Experimental results on the MD dataset demonstrate the superiority of our method over existing baselines, achieving state-of-the-art performance. The code and dataset will be made public available upon acceptance.","Mon, 16 Oct 2023 11:36:38 UTC (21,048 KB)"
"137","Enhancing Interpretability using Human Similarity Judgements to Prune Word Embeddings","Natalia Flechas Manrique, Wanqian Bao, Aurelie Herbelot, Uri Hasson","Computation and Language (cs.CL)","Interpretability methods in NLP aim to provide insights into the semantics underlying specific system architectures. Focusing on word embeddings, we present a supervised-learning method that, for a given domain (e.g., sports, professions), identifies a subset of model features that strongly improve prediction of human similarity judgments. We show this method keeps only 20-40% of the original embeddings, for 8 independent semantic domains, and that it retains different feature sets across domains. We then present two approaches for interpreting the semantics of the retained features. The first obtains the scores of the domain words (co-hyponyms) on the first principal component of the retained embeddings, and extracts terms whose co-occurrence with the co-hyponyms tracks these scores' profile. This analysis reveals that humans differentiate e.g. sports based on how gender-inclusive and international they are. The second approach uses the retained sets as variables in a probing task that predicts values along 65 semantically annotated dimensions for a dataset of 535 words. The features retained for professions are best at predicting cognitive, emotional and social dimensions, whereas features retained for fruits or vegetables best predict the gustation (taste) dimension. We discuss implications for alignment between AI systems and human knowledge.","Mon, 16 Oct 2023 10:38:49 UTC (439 KB)"
"138","Measuring Sources of Bias in Diving Competitions","Monnie McGee, Gabe Downey, Zachary Berg","Applications (stat.AP)","We examine bias in diving scores from high school meets. Usually, examination of bias in sports where judges assign subjective scores has been examined in terms of nationalistic bias, where judges award favorable scores to athletes from their own home countries. In this work, bias is defined as difference between the judge's scores for a given meet and the ability of the diver. As a measure of the ability of a diver, we calculate a mean score for all dives and all meets in which the diver has participated. We call this mean score a diver's competency score. We use the difference between judges' scores within a given meet and the diver's competency to define a discrepancy: the difference between a judge's estimation of a diver's ability and their true ability. We examine this discrepancy with respect to age, gender, direction of dive, position of dive, round of competition, and dive difficulty.","Thu, 12 Oct 2023 21:06:51 UTC (487 KB)"
